"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Jorluis Guerra","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".245",".460",".206","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016188"
"Jauri Custodio","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".206",".254",".461",".205","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008823"
"Jandel Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".210",".243",".453",".204","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005779"
"Michael James","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".231",".278",".509",".226","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008798"
"Alvaro Aguero","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".185",".224",".409",".183","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015679"
"Elizaul Chalas","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".208",".404",".183","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018973"
"Julio Pinto","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".200",".202",".402",".183","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015812"
"Willy Fanas","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".187",".199",".386",".175","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018389"
"Raymi Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".199",".257",".456",".203","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008780"
"Frederick Marte","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".197",".179",".376",".175","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015831"
"Axel James","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".205",".251",".456",".203","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008806"
"Reiner Chourio","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".194",".198",".393",".180","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016149"
"Jember Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".199",".201",".399",".183","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003324"
"Yeison Vargas","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".201",".209",".411",".187","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016343"
"Roberth Gutierrez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".200",".196",".396",".183","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008857"
"Ricardo Cabrera","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".195",".211",".406",".184","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018405"
"Luis Morales","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".194",".260",".454",".201","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008843"
"Deivi Cabrera","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".201",".204",".404",".185","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016836"
"Reminton Batista","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".195",".205",".400",".179","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018530"
"Alessandro Duran","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".134",".174",".174",".347",".159","-2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018521"
"Miguel Fabrizio","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".218",".260",".478",".214","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005767"
"Moises Molero","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".195",".203",".398",".182","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018469"
"Bryce Bush","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".224",".277",".501",".224","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008278"
"Felix Negueis","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".206",".239",".445",".200","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008739"
"Leny Carela","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".204",".199",".403",".185","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019402"
"Justin Washington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".211",".235",".446",".202","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011205"
"Abdias De La Cruz","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".191",".189",".380",".175","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019401"
"Manuel Guance","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".189",".187",".376",".174","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016557"
"Beyker Martinez","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".190",".185",".375",".174","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017700"
"Sandy Sanchez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".199",".201",".400",".182","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018533"
"David Beckles","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".205",".237",".442",".200","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018441"
"Dennys Riera","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".177",".199",".376",".170","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019675"
"Franyer Noria","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".205",".211",".416",".189","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018528"
"German Guilarte","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".118",".167",".160",".327",".152","-5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016539"
"Juan Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".206",".274",".480",".213","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002699"
"Edgar Alfonso","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".194",".210",".404",".183","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015870"
"Yonathan Pierre","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".196",".233",".429",".193","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009555"
"Juan Aparicio","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".202",".198",".399",".184","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015516"
"Fernando Peguero","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".197",".197",".395",".180","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018546"
"Myles Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".208",".238",".447",".201","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018121"
"Enzo Paulino","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".204",".227",".431",".193","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018440"
"Tevin Mitchell","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".203",".234",".437",".198","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011157"
"Yonathan Leon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".185",".190",".375",".170","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015627"
"Jecorrah Arnold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".206",".241",".447",".201","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004508"
"Ivan Sosa","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".183",".203",".387",".174","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018588"
"Ronny Ugarte","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".224",".308",".531",".234","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018460"
"Matt Warkentin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".213",".260",".472",".212","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015139"
"Ricardo Cova","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".195",".235",".431",".193","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016186"
"Adari Grant","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".188",".199",".387",".175","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015771"
"Victor Celedonio","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".190",".205",".395",".179","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016150"
"Douglas Glod","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".193",".211",".403",".184","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019685"
"Juan Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".218",".251",".469",".211","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008190"
"Martin Gonzalez","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".123",".175",".174",".349",".162","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018434"
"Yeferson Tineo","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".200",".191",".391",".179","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015726"
"Fraymi De Leon","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".189",".198",".387",".176","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018436"
"Jerffson Pena","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".188",".213",".400",".182","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018443"
"Jerson Florentino","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".200",".197",".397",".181","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018642"
"Fadriel Cruz","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".233",".260",".493",".221","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005476"
"Sebastian Burciaga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".191",".206",".397",".179","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009545"
"Yanki Jean-Baptiste","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".175",".197",".372",".169","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018579"
"Jhon Diaz","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".180",".195",".375",".171","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014710"
"Eduardo Oviedo","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".182",".218",".400",".180","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018451"
"Alixandri Alvarez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".207",".199",".405",".186","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008802"
"Bryan Andrade","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".188",".185",".373",".171","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018467"
"Alexander Orasma","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".187",".194",".381",".172","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019097"
"Jose Ochoa","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".187",".201",".388",".176","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018385"
"Jeferson Espinal","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".226",".264",".490",".219","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008793"
"Rafael Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".212",".224",".436",".199","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007052"
"Jhonny Piron","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".197",".223",".420",".190","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015702"
"Jensy De Leon","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".190",".197",".387",".176","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016551"
"Jairo Mendez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".209",".242",".451",".202","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016092"
"Lyle Lin","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".230",".239",".470",".213","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918343"
"Arfeni Batista","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".188",".192",".380",".174","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018485"
"Malvin Valdez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".194",".221",".415",".189","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015719"
"Robert Robertis","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".195",".247",".442",".196","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015639"
"Mason Berne","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".215",".261",".476",".213","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007029"
"Lewin De La Cruz","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".192",".208",".400",".181","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015640"
"Juan Batista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".205",".233",".438",".198","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005629"
"Miguel Lopez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".205",".232",".437",".197","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016187"
"Carlos Carmona","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".204",".222",".426",".193","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015776"
"Helison Mota","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".203",".194",".398",".185","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016172"
"Erick Hernandez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".190",".200",".390",".178","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018921"
"Edward Romero","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".186",".191",".376",".171","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008796"
"Brayan Guedez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".193",".198",".390",".177","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018461"
"Jesus Bolivar","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".196",".242",".439",".195","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008923"
"Joel Mendez","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".195",".238",".433",".196","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015682"
"Luis Zambrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".196",".189",".385",".177","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009311"
"Yoandy Perez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".176",".169",".345",".159","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016180"
"Elias Petiyan","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".214",".231",".445",".200","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011645"
"Nelson Beltran","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".180",".190",".370",".169","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008874"
"Duncan Garcia","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".200",".242",".442",".198","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015815"
"Quentin Selma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".210",".256",".466",".208","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016864"
"Jediael Maduro","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".216",".240",".455",".206","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016151"
"Kendry Chirinos","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".127",".191",".184",".375",".175","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018453"
"Yilber Herrera","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".192",".182",".374",".174","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018425"
"Ronny Ramirez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".222",".221",".443",".204","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017223"
"Jefferson Valladares","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".219",".239",".458",".206","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016918"
"Yefri Rivera","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".212",".220",".432",".196","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015784"
"Felix Reyes","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".213",".258",".471",".210","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015688"
"Luis Barett","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".209",".216",".424",".195","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019201"
"Jose Rivera","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".177",".180",".357",".163","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018605"
